"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on February 23, 2021","Hamzah Skaik","-","-","better off buying in store","My product arrived and looked fine and my dog dropped it and it shattered into tons of choke hazardous pieces.I got a refund and bought in store and the chew turned out great. The smell is pretty yucky (maybe because I don’t like cheese) and the flavor wasn’t too appealing to my dog off the bat. She chewed it when it was the only option.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R387E1LUCMK4JI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 20, 2021","KatyW","yes","-","Not for tough chewers","Unfortunately this product lasted for about 20 hours of chewing. Less then 3 days. I was looking for something durable enough for my tough chewers that would last longer. Good thing about this product is zero smell. Zero color. And he seemed to like it.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RB6LIOTBY7006/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 15, 2021","Rottieluver","yes","yes","good concept, but breaks apart to easy","I was really excited to see these come out with flavor. the only issue is I think it is not as durable because of the flavor pieces in it. it tends to break off in bog pieces and they swallow them.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3HW9SN62DYYG9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B081LYFK6W","Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on February 4, 2021","Kristine Z.","yes","-","Broken Bone","Bone is completely broken. It is very expensive to start with and I cannot even give it to my dog because it is unsafe For my dog to use because it is too small because of the many different pieces. I was told I cannot get a refund Through Amazon, I am very unhappy.  I tried to contact the company and no help.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R6287OH0TLTPR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 21, 2021","Jennifer Sikora","yes","yes","Best Chews for An Australian Shepherd","My 8 month old puppy flies through eating bully sticks. A friend recommended these chews to slow him down and they have been the best thing I have purchased!Now, instead of eating it all in one sitting, it takes him at least a week or more to eat one. The best part is that when this gets down to the nub, I can pop it in the microwave for about a minute. Then let it cool for two minutes and he can enjoy a big cheeto puff type of treat. Nothing is wasted!Perfect doggie chew treat.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R30V2FH1FUSJ8R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 15, 2021","patambe21patambe21","yes","yes","Pittie Approved!","I normally buy Himalayan chews from a local stand at our market but I haven’t been able to get out as much due to the pandemic. I am weary about purchasing pet items from Amazon, but this was a great purchase!My dog wasn’t interested in it at first and i thought... oh no she doesn’t like the smell (it has a weird stinky cheese smell but it dissipates!) and her other chews were not cheese.But she finally started chewing on it and loves it! It seems to be a lot easier to grind down than the ones i buy locally but for the price, i can’t beat it until i can go get the ones she likes.note... it can get really messy, but we regularly give our dog these types of chews as well as the hollow bones with stuff inside, and she knows she can only chew it if she’s on her designated blanket, Makes for easy clean up!Also! make sure your dog has ample water after chewing these... it makes my pup super thirsty!!",5,"https://images-na.ssl-images-amazon.com/images/I/B1b1KN4sFUS.jpg","-","https://www.amazon.com/gp/customer-reviews/RZLT47KCE06CM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on January 9, 2021","Kindle Customer","yes","-","Dogs","My dogs really seem to enjoy these. They keep them well occupied. I like that they are digestible and are made from good ingredients.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2VB03WLZKKZ73/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 30, 2020","Nancy Ann","yes","-","Not long lasting & messy","I bought two, one for each of our dogs.  Both dogs finished these off in less than 35 minutes -  not long lasting in my book!  They have a strong smoky smell which is  now in my carpet.  They ""crumbled"" & there were small mussy pieces everywhere.  Not recommended.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2PL8LT6XZK70R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 28, 2020","Ana S.","yes","-","Picky dog somehow took to it right away","My high-needs, finicky 30-pound corgi mix somehow took to it right away, despite there being no smell, but it was gone within the evening. Maybe like 3-6 hours of chewing. For the price, it's a bit much. This appears to be on the softer side because I got another kind and my dog doesn't seem to want to chew them because they're too hard. He won't chew things that are too hard and will immediately scarf down anything too soft. This is definitely in the sweet spot, but it's pricey.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R36T9BQ8RWL1L3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 26, 2020","Sarah","-","-","Seems to last shorter than others","What can I say, our dog loves cheese chews.  She got this one in her stocking today and it's half gone after 45 min or so.  I got a large and she is a 17 pound dog.  It doesn't splinter and seems delicious, just wish these things would last longer!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1T7SNYIQAISSD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 20, 2020","Tamara WiederinTamara Wiederin","yes","-","Sick dog from this product","Ordered two - one pup chewed it, one pup ate it, in about 13 minutes.  That was Friday late afternoon on 12/18/2020.  Saturday 12/19/2020 the pup that ate his, started vomiting and shaking, started about 9:30am, thankfully the shaking stopped within about 45 minutes.  My poor pup hasn’t been able to keep food down.  It is now 9:00pm and he vomited the water he just drank.  Yes, will be going to emergency vet if not better on Sunday morning.  Shame on me for not reading the reviews.  I never take the time to write reviews, hope this one helps someone. Would give product zero stars, but not an option.",1,"https://images-na.ssl-images-amazon.com/images/I/C1XVUAoZ02S.jpg","-","https://www.amazon.com/gp/customer-reviews/RWYHMZMMY5AJ2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 18, 2020","ab12","yes","-","Didn’t stand a chance","My dog easily bit off two chunks within 5-10 minutes of having it. It’s very hard so I was concerned about it breaking his teeth. He’s good with chewing on bully sticks but this was no match. Which is sad because I wanted it to work for him. Also, he has all of his adult teeth.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R10HN3610PH0ZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 13, 2020","K. L. GreinerK. L. Greiner","yes","-","Great chew for dog, must be taste great for dog!!","I haven’t eaten yet so I couldn’t tell you about flavor so on but my dog loves it for sure.",5,"https://images-na.ssl-images-amazon.com/images/I/81V5ggaPMYL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2WQ0R16WZHLEK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 11, 2020","Alex","yes","-","ALMOST 5 stars","My family dog and the dogs that I foster absolutely LOVE this bone! Takes them about a full week to get through, so it's definitely durable for big dogs! The only reason I gave this 4 stars instead of 5 is that it makes a mess on their front legs/paws and rug. But for the amount of joy they get out of the bone, I'm willing to deal with the cleanup.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R122KW2TRMT5DS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 8, 2020","Mario_Pelc","yes","-","Why are you asking me to rate the flavor ???","Idk why it’s asking me to review the flavor my pitbulls love them even though they do chew through them pretty fast. My only complaint is the price is high for one of these suckers and they sometimes come broken.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1HQD8FOAWQX83/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 7, 2020","Sara","yes","-","Doesn’t last long for big dogs.","These were great healthy chew bone options. My pitbull and German Shepherd finished the bones in under 5 minutes. Wish they would have lasted longer but the dogs loved them.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1A9GK4JYR7BGX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 5, 2020","Gboro","yes","-","Didn’t even make it a whole day!","My 6 month old terrier ate the entire chew in one day.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R15C353R5PTD4Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on December 5, 2020","kllkll","yes","-","Cheese flavor smelled smoky","I was used to giving my pup the peanut butter flavor but I couldn't find them on Amazon so I tried the cheese.  She didn't like the flavor and it had a strong smoky odor.  I'll pay more at the store for the peanut butter.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2GPUF0IR7CKAJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on November 5, 2020","Brian","yes","-","Didn't work for me","My dog took a smell and walked away from it. He is a pit and English bulldog mix. I took a smell and it was not appealing. After a couple days he started to chew and knaw on it.  It took almost a week of him chewing on it everyday before seeing any wearing down of the bone.  It is too hard.  My dog would get some smaller pieces broken off.  I had to take them from him as I was concerned he could choke on them.  Once again, product is to hard.  I will not buy again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RNBM846XQ36R0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on October 30, 2020","Tracey","yes","-","Would not recommend this product","I’ve ordered this product before and never has it come with a smoked scent. The one I just received smells like it has smoked flavoring and nowhere in the description anywhere can I find that information. My dog got sick from it and never has before so I believe it’s the smoked scent and flavor that made her sick. Would not recommend.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R28C9QIEJT03BR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on October 15, 2020","N.D","yes","-","I’m sure they would be OK if your dog likes them","My daughter doesn’t want to chew these for some reason",3,"-","-","https://www.amazon.com/gp/customer-reviews/R8ST0F7VHYYQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on October 2, 2020","Rylee","yes","-","It ok","My dog loves this bones flavor. However the longevity of it isn’t so great. It does last longer than a super soft bone but it breaks apart and leave little prices all over her and the floor. It also smells nasty and leave a gross smell on my dogs face. I still buy this product because of how much my dog loves it and keeps her entertained",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2CJDZO8FGERFJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on October 1, 2020","Paula T","yes","-","Doesn’t last.","I’ve bought these at the grocery store and they lasted a really long time. My dog ate this one in one day.  Wouldn’t  buy again",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3CATAG9EOVBS8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on September 17, 2020","BJ","yes","-","Some dogs just don’t like them","All I can say it’s not all dogs like them. I bought them twice and I will not back again. She has no interest whatsoever in licking or chewing.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2X3RNB2VNYXK8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on September 8, 2020","Brianna","yes","yes","These bones almost killed my dog!","So, we’ve been buying these for our English bulldog for about a year now. Initially, we loved them (she realllly loved them!). We were always a little concerned about the potential of a choking hazard (pieces being bit off, as our dog frequently did). Yesterday, our dog started vomiting - and a lot! It lasted through the day. This morning, she was much worse. Not eating and not even drinking water. She became weak and couldn’t even walk. When we took her to the vet, they did x-rays and saw that she had an obstruction. We ended up having to do surgery because of how bad it was. My dog is literally in surgery right now. The doctor just called us and told us she had a piece of this bone stuck in her stomach!! We’re out $1700 because of this bone. I’m so mad right now. Had we not taken the proper steps, the doc said she wouldn’t have made it. I will not ever purchase one of these bones again. I saw so many reviews saying similar things and I’m kicking myself for not listening. Do not buy these bones!!!! No matter how talented or aggressive of a chewer you have (because that’s what we thought) do not give these to your furbaby. Still can’t believe that this happened!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R9Q5M7JX5ZI8F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on September 6, 2020","Mallory Mullins","yes","yes","Wish they were cheaper, but the only bone that lasts longer than half an hour for my dog","We have a mastiff rottweiler mix and she can tear some stuff up. Bully sticks, rawhides, tough chew toys, gone in 10-15 minutes. These are the only things we can give her that keep her busy long enough for us to get homework or household chores done. They don't smell, stain, or anything, but they DO crumble up and get literally freaking everywhere. Everywhere. It's a pain, but you can just vacuum after. My only complaint is they're 12 bucks for one bone with tax, and so we can't keep a steady supply of these without going broke.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3I0ERCX1IQXK4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B081LYFK6W","Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on August 12, 2020","Green Eyed Lady","yes","-","Used to be worth it","I’ve bought these for years for our beagle, because they were long-lasting and good for her to clean her teeth on. The last two have lasted maybe an hour and a half, tops. They’ve clearly started doing something differently, and it’s NOT an improvement.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2IMMWPBCX9PXN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on August 11, 2020","AmazonMom","yes","-","Breaks easily and dog doesn't seem interested","I ordered these because I was so excited about the affordable price, and I found that this is one of those situations where 6you get what you pay for. They easily break down, and my dog was noticeably less interested in them versus other brands we've purchased. I don't think they must taste quite as good, or aren't as enjoyable to chew on.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R9SUJ50RMGR6U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 28, 2020","jenlynn","yes","-","Ok","My yorkie didn't really get too excited about this chew.  Once I soaked it in water for a few minutes and then microwaved it she liked it.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2A6FQFNEBMYEU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 22, 2020","E. Gray","yes","-","I love it and so does the dog!","We have a 7 mo old Pit puppy that will chew through anything.  She goes through one of these in about 3/4 days if we let her have total access to it.  Although I wish these lasted longer these chews put my mind at ease because they are totally edible.  It took her a day or two to warm up to it but once she did she was obsessed.  They make a mess but nothing a blanket down and a vacuum can’t fix.  The chews don’t smell and despite flaking they don’t stain or leave marks.  Overall I am so glad we found these for our girl!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3L1JXK5GWCOMM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 20, 2020","TN23","yes","yes","Quality has gone down","The first few lasted weeks and were extremely hard. This last one I received was a much lighter color and barely lasted 3 days.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2LUWI4UQM6DIC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 15, 2020","Sebastien Gobeil","yes","yes","Dangerous","Previously ordered another brand of Himalayan cheese sticks with no issues, our dogs love them and they last days.  Thought I’d give these a try. Within five minutes our large labradoodle had blood all over her cheese stick, the stick had VERY sharp edges and they cut her gums. Would not recommend for this reason, as no dog owner wants their pupper to be harmed when giving them a treat.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2SK3LYEU2LE3N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 14, 2020","Sandra See","yes","-","Disappointed","My puppy was not impressed. It was too hard for her so she didn't really try to chew on it. Our stick also broke in half after dropping it from a few inches.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RL24U0Q5F6F4B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 14, 2020","kk","yes","yes","Beware.  Dogs vomit.","The company must have changed the recipe/formulation.  This batch came much lighter in color - almost creamy white.  They used to be light to medium brown in color.  Something is different.  Both my dogs vomit after they eat these now.  They never vomited previously.  I contacted the company, but have not heard back.  We used these for years with no problems.  Will not purchase again.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RW6L0SWUDFYK1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 13, 2020","DaifanDaifan","yes","yes","Prefer buying these in the pet store, but they're cheaper online (also, 'rona)","It seems with these there's generally a much harder variety and a much softer variety. It's so hard to tell by the pictures which one you're going to get, but based on other customer's pictures I wonder if it's actually batch variation rather than product variation. I have tried many chews from this brand in many different packagings, but I never know which one I'm going to get until I can look at the actual chew.I bought three of these hoping to get the very hard ones that my pup chews on for a month, until finally it's old enough it's not so interesting anymore and I can make the end nub into a puff to treat her. Instead, I got three of the very soft ones. I gave her the first one this morning and she ate half in one sitting and only stopped because I took it away (worried eating the whole thing in one go would upset her stomach). Obviously they taste fantastic, and it kept her occupied for most of two hours. These do have a smell, but I find it to be a pleasant one (much better than the stinky chunks of dead animal you get in real bones). I just wish I'd been able to get the harder kind that last longer. Or better yet, I just wish I could know what I'm buying before it arrives.",4,"https://images-na.ssl-images-amazon.com/images/I/614NDsP+HyL.jpg , https://images-na.ssl-images-amazon.com/images/I/71k+rUf0jpL.jpg","-","https://www.amazon.com/gp/customer-reviews/R25SPTHCOX11DO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 7, 2020","Christina NguyenChristina Nguyen","yes","-","DISAPPOINTED..........EWWWWW... GROSS....","I was excited to give it to my dog, but right when I opened the packaging, I saw it was completely molded. . Very disappointed....",1,"https://images-na.ssl-images-amazon.com/images/I/71us6qauleL.jpg , https://images-na.ssl-images-amazon.com/images/I/71wFGnm48kL.jpg","-","https://www.amazon.com/gp/customer-reviews/R30BSV0F233PKY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 2, 2020","Geoffrey Joslyn","-","-","No staining fabric. No odor. Dog enjoys!","Took my Doxie a while but now totally into these treats. No odor. Last a good long time. And she likes the flavor. Thank you for your good product.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R504J7XRYZLPJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on July 1, 2020","Kristina Rhodes","yes","-","Not for hard chewers like advertised","I can’t recommend this one due to the fact that my OEB chewed thru this in 2hrs. The smell was great tho. My boy usually works on them for weeks due to the density but this one came soft and flexible.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RAUFD5J0FXEC2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 28, 2020","Manitopia","yes","-","Doesnt last long","My dog really likes himalayan chews but this one lasts shorter than some other brands i used to buy. Overall he seems like enjoying it but due to that i am not planning to buy this one again.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3221IXST8VKQK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 21, 2020","Caroline Joy","yes","-","Poor longevity great taste","My Aussie loves it but it only lasted all of 2 days.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1LUBVOVUUAWN1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 20, 2020","t kuirtz","yes","-","My puppy loves these","While I am not wild about the scent my puppy is.  These keep her bust fat longer than any other chew and last longer too!  I am keeping a supply on hand!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R10WY9E9GJ61B8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 18, 2020","Erika Aguirre","yes","-","Harder than usual","My dog used to love eating these. She would go through one in a week. I don't know what happened but she hasn't even touched this one. It looks a little harder than usual so maybe that is the issue.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2GM4CUF6VW44G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 12, 2020","Jeniffer S.Jeniffer S.","yes","-","The cheese got mold when arrived","Second time bought this because my yellow Labrador of 60lbs love it. Took her about 30mins to finish the whole treat. However, this time the cheese was spoiled with mold on it. I opened it immediately when it delivered. My dog and I are both disappointed because she was waving her tail waiting for her treat. But I just can’t give it to her as it has mold on it. Please also check and take a look the treat before you give it to your dogs.",1,"https://images-na.ssl-images-amazon.com/images/I/61QZ7rgA4EL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3R76KUNA3EG7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 11, 2020","C. Belalcazar","yes","-","Will never buy these again. They definitely changed the recipe.","Something seriously changed on this product. I have been feeding to my dog for 4 years since he was a puppy. It would take him about a month to eat a large size chew. For about 4 months now every time I give him one he literally eats them in an hour. Before he would almost had to grind it with his teeth. Now he is able to break it into smaller chunks and gulp it all up in two hours or less. Not only that, the last one that I gave him 3 weeks ago. He is still pooping chunks and today he threw up maybe the equivalent of half a chew. Never again. Definitely not healthy for him to have it in his stomach this long and luckily he didn’t get a blockage as he has been eating okay.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RKS8FJLKH2QXQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on June 10, 2020","A. SmythA. Smyth","yes","-","Never seen white spots all over a Himalayan chew before","I don't want to give this to my dog it looks like mold and I've never seen one look like this before.",2,"https://images-na.ssl-images-amazon.com/images/I/716g00EtALL.jpg","-","https://www.amazon.com/gp/customer-reviews/RLSV71MVD3FL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on May 26, 2020","hanaway_momma","yes","-","My 15 pound dog ate half of the bone in less than 15 minutes","NOT a good chew toy. My dog (small dog) destroyed this bone in a matter of minutes and then was extremely sick for the rest of the night and next day because he had eaten too much.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZLKDPTGR8FUS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on May 24, 2020","Allen","yes","-","My dog threw it up hours later","This is the first time I bought this brand. My dog, a pit bull, ate it as if she enjoyed it. About 3 hours later she started dry heaving and eventually threw up. A few chunks of the yak cheese came up and even after 3hours the pieces were almost like rubber and very hard. This was the first time I bought this brand of yak cheese and probably the last.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3FVVPSBD12YY6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
"Reviewed in the United States on May 13, 2020","JH","yes","-","Gone","I'm sure it's a good product... but as usual. Less than an hour is what it took my 50lb dog. Guess it tasted great though",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1ZZB7EQPL5GBV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B081LYFK6W","B001J9SUHG","Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)"
