Date,Author,Verified,Helpful,Title,Rating,Variation,Style
"Reviewed in the United States on April 13, 2022",Paper,-,yes,Splintered and stabbed my dogs gums,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 11, 2022",Renae,yes,-,Not what I was expecting,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 9, 2022",Sean Joseph O'DonnellSean Joseph O'Donnell,-,yes,Best We Have Found,5,B08BQ2JK7M,Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 8, 2022",Mom2nzcm,yes,yes,Dog loved we did not,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 7, 2022",Kindle Customer,yes,yes,Good Chew,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 15, 2022",Gayle,yes,-,Did not last as long as the others that they replaced with yours.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 24, 2022",Lana A.,yes,yes,Broke Apart in Chunks,1,B08BQ2JK7M,Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 19, 2022",Jess,yes,yes,Made my dog sick. Didn’t seem to digest.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in Canada on February 9, 2022",Hope,yes,-,Not interested,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 9, 2022",Carrie,yes,-,Good chew,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 7, 2022",AnetoAneto,yes,yes,Definitely higher density.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 7, 2022",Heather,yes,yes,Quality has gone downhill!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 7, 2022",EOMo,yes,yes,Very hard chew,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 6, 2022",Cmilly,yes,-,Not good.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 4, 2022",Kristen VanHandelKristen VanHandel,-,-,Sharp edges hurt my dogs mouth,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 19, 2022",A.C.E.A.C.E.,yes,-,Doesn’t look like typical Yak chew- it’s green!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 19, 2022",KNairn,yes,yes,Very hard,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 15, 2022",Scorpio girlScorpio girl,yes,yes,Perfect treat and chew,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 13, 2022",Kindle Customer,yes,-,Frenchie loves but use w caution,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 11, 2022",the Literary Examinerthe Literary Examiner,yes,yes,She LOVES it,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 4, 2022",NCGal,yes,-,Arrived broken,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 19, 2021",PokidotBeauty ,yes,-,Good,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 13, 2021",Donna O.,-,-,Dog won’t eat it.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 4, 2021",Mindysue,-,-,Exploded in the microwave,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in Canada on December 4, 2021",Lisa Bucking,yes,-,Doesnt last,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 25, 2021",Val P.,yes,-,Good bone for a moderate chewer,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 24, 2021",Lauren Burr,yes,-,My pup loved it!,4,B08BQ2JK7M,Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 22, 2021",Erica,yes,-,Dog doesn’t like,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 15, 2021",NanaG,yes,-,meh,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 11, 2021",Shawn ODell,yes,-,Item very small,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 8, 2021",MCR,yes,yes,Love that it's flavored but isn't as long lasting.,4,B081LYFK6W,Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 28, 2021",Booksrock,yes,-,"Broke, sharp shards",2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 27, 2021",🦋Ivie🦋,yes,yes,My baby loves it!!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 24, 2021",Amazon CustomerAmazon Customer,yes,yes,Great and safe for dogs to co sune,5,B08BQ2JK7M,Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 19, 2021",E.G. ,yes,-,My dog loved it but it only lasted 2 hours.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 14, 2021",Juli G,yes,yes,Easily Broken,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 6, 2021",Kylee,yes,yes,Moldy,1,B08BQ2JK7M,Flavor Name: Bacon | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 20, 2021",lalamango,yes,-,Moldy,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 21, 2021",mom'o3,yes,yes,"Odd texture, very brittle.  Different than other brands",1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 21, 2021",cfs,yes,yes,Dangerous,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 14, 2021",Kindle CustomerKindle Customer,yes,-,Not for destroyers,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 12, 2021",Olivia,yes,yes,WE USED TO LOVE THESE,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 2, 2021",RNMKAYRNMKAY,yes,yes,Waste of money,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 2, 2021",Amanda,yes,-,Molded Product,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 14, 2021",brooklyn,yes,yes,SO OLD they were dark brown and sunk in on the sides. Shattered into dangerous chunks,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 14, 2021",GLDNRETRVR,yes,yes,"Occupies time, safe but one made my dog sick",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 13, 2021",IndevildualityIndevilduality,yes,yes,Completely shattered prior to receiving,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 10, 2021",Angel Paulder,yes,-,I thought my dog would love this.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 10, 2021",laffing@themoonlaffing@themoon,-,yes,Yikes!,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 25, 2021",MTwp,yes,-,Husky wouldn’t touch it,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 8, 2021",R. OliverR. Oliver,yes,-,A favorite treat but this batch was defective.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 8, 2021",Amazon Customer,yes,yes,"Splintered, not like what you get in stores",2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 7, 2021",gerry,yes,-,My Standard poodle wouldn't touch it.,1,B081LYFK6W,Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 6, 2021",Nathan Strang,-,yes,"great idea, but not as tough as it claims",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 3, 2021",Amy,yes,-,Doesn’t last,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 2, 2021",Kristy Tubbs,yes,-,Won't be purchasing again.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 26, 2021",Love reading ,yes,yes,Non-returnable.,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 25, 2021",Maria Misuraca,yes,-,Long lasting chew for an aggressive chewer!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 25, 2021",Natalie Smith,yes,-,Didn't last long,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 18, 2021",TS dog trainer,yes,yes,Not as durable as unflavored ones,3,B08BQ95QHT,Flavor Name: Peanut Butter | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 11, 2021",Ratty,-,-,Second time ordering,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 10, 2021",K,yes,-,Good size,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 8, 2021",Maddie SmithMaddie Smith,yes,-,Broke my dogs tooth!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 24, 2021",Mariska F. SolodynaMariska F. Solodyna,yes,-,Had high hopes,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 19, 2021",Xultar,yes,yes,They were good but now have made my dogs very sick.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 17, 2021",LeGazelle,yes,yes,Dental Warning,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 14, 2021",Chuck,yes,-,Small for price,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 13, 2021",J.M Casciano,yes,-,Damaged !!!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 11, 2021",Amazon CustomerAmazon Customer,yes,-,Large hard density chews don’t last long enough,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 4, 2021",tabitha sparkstabitha sparks,yes,-,"So glad I found these, would recommend!",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 27, 2021",Rachael slayton,yes,-,Not for an Extreme chewer,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 27, 2021",Nancy B,yes,-,NOT long lasting dog's favorite non messy chew,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 23, 2021",GabyGaby,yes,-,"My dog loves it, it’s healthy & that’s all that matters.",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 22, 2021",P. Haut,yes,-,My dog loves the Dog chew,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 13, 2021",Bri ,yes,yes,Your dog will love these,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 7, 2021",Crystal Tatis,yes,-,Arrived broken!!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 5, 2021",Frequent Buyer,-,-,Seems like the “generic” version,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 26, 2021",Laura,yes,-,Long lasting,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 23, 2021",Hamzah Skaik,-,-,better off buying in store,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 20, 2021",KatyW,yes,-,Not for tough chewers,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 15, 2021",Rottieluver,yes,yes,"good concept, but breaks apart to easy",3,B081LYFK6W,Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 4, 2021",Kristine Z.,yes,-,Broken Bone,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 21, 2021",Jennifer Sikora,yes,yes,Best Chews for An Australian Shepherd,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 15, 2021",patambe21patambe21,yes,yes,Pittie Approved!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 9, 2021",Kindle Customer,yes,-,Dogs,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 30, 2020",Nancy Ann,yes,-,Not long lasting & messy,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 28, 2020",Ana S.,yes,-,Picky dog somehow took to it right away,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 26, 2020",Sarah,-,-,Seems to last shorter than others,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 20, 2020",Tamara WiederinTamara Wiederin,yes,-,Sick dog from this product,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 18, 2020",ab12,yes,-,Didn’t stand a chance,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 13, 2020",K. L. GreinerK. L. Greiner,yes,-,"Great chew for dog, must be taste great for dog!!",5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 11, 2020",Alex,yes,-,ALMOST 5 stars,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 8, 2020",Mario_Pelc,yes,-,Why are you asking me to rate the flavor ???,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 7, 2020",Sara,yes,-,Doesn’t last long for big dogs.,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 5, 2020",Gboro,yes,-,Didn’t even make it a whole day!,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 5, 2020",kllkll,yes,-,Cheese flavor smelled smoky,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on November 5, 2020",Brian,yes,-,Didn't work for me,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 30, 2020",Tracey,yes,-,Would not recommend this product,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 15, 2020",N.D,yes,-,I’m sure they would be OK if your dog likes them,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 2, 2020",Rylee,yes,-,It ok,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on October 1, 2020",Paula T,yes,-,Doesn’t last.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 17, 2020",BJ,yes,-,Some dogs just don’t like them,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 8, 2020",Brianna,yes,yes,These bones almost killed my dog!,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on September 6, 2020",Mallory Mullins,yes,yes,"Wish they were cheaper, but the only bone that lasts longer than half an hour for my dog",5,B081LYFK6W,Flavor Name: Chicken | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 12, 2020",Green Eyed Lady,yes,-,Used to be worth it,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on August 11, 2020",AmazonMom,yes,-,Breaks easily and dog doesn't seem interested,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 28, 2020",jenlynn,yes,-,Ok,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 22, 2020",E. Gray,yes,-,I love it and so does the dog!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 20, 2020",TN23,yes,yes,Quality has gone down,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 15, 2020",Sebastien Gobeil,yes,yes,Dangerous,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 14, 2020",Sandra See,yes,-,Disappointed,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 14, 2020",kk,yes,yes,Beware.  Dogs vomit.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 13, 2020",DaifanDaifan,yes,yes,"Prefer buying these in the pet store, but they're cheaper online (also, 'rona)",4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 7, 2020",Christina NguyenChristina Nguyen,yes,-,DISAPPOINTED..........EWWWWW... GROSS....,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 2, 2020",Geoffrey Joslyn,-,-,No staining fabric. No odor. Dog enjoys!,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on July 1, 2020",Kristina Rhodes,yes,-,Not for hard chewers like advertised,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 28, 2020",Manitopia,yes,-,Doesnt last long,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 21, 2020",Caroline Joy,yes,-,Poor longevity great taste,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 20, 2020",t kuirtz,yes,-,My puppy loves these,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 18, 2020",Erika Aguirre,yes,-,Harder than usual,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 12, 2020",Jeniffer S.Jeniffer S.,yes,-,The cheese got mold when arrived,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 11, 2020",C. Belalcazar,yes,-,Will never buy these again. They definitely changed the recipe.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on June 10, 2020",A. SmythA. Smyth,yes,-,Never seen white spots all over a Himalayan chew before,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 26, 2020",hanaway_momma,yes,-,My 15 pound dog ate half of the bone in less than 15 minutes,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 24, 2020",Allen,yes,-,My dog threw it up hours later,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 13, 2020",JH,yes,-,Gone,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 11, 2020",KerryKerry,yes,-,Great toy to keep our older dog busy,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 8, 2020",Ian Myers,yes,-,Poor quality. My puppy won’t touch it.,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 7, 2020",Quinn,yes,-,Dog LOVED IT,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 2, 2020",jansvendsen60,yes,yes,Dog loving it,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on May 1, 2020",Jeff,yes,-,Long lasting,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 24, 2020",Jimmy,yes,yes,Not the same product I bought at the pet store,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on April 18, 2020",C_,yes,-,Broken,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 20, 2020",A. Lam,yes,-,Not as hard as previous orders,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 14, 2020",Maureen McKenna,yes,-,Expensive,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 8, 2020",DartGal13,yes,-,Not for a power chewer,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 7, 2020",alc,yes,-,This dog treat came broken in piece and unusable by my pet because of this,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on March 1, 2020",Courtney,yes,-,Not long lasting for heavy chewers,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 23, 2020",Autumn Smith,yes,-,Caution,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 20, 2020",macbrogan,yes,-,Not great,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 20, 2020",Dale Angus,yes,-,Watch out for lactose intolerance,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 19, 2020",Saoirse9999,yes,-,If you have a voracious chewer - forget it!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 17, 2020",Jen,yes,-,Meh.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on February 10, 2020",Jessica,yes,yes,NOT OKAY  **updated**  probably okay?,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in Canada on February 1, 2020",NBLadyNBLady,yes,yes,Who doesn't love stinky old smoked cheese!,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 31, 2020",DeeDeeDeeDee,yes,yes,Great for heavy chewing,5,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 30, 2020",Kris2112Kris2112,yes,yes,Inconsistent quality,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 21, 2020",Every day shopper,-,-,Dog approved. Not feet friendly.,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 20, 2020",M. Rahn,yes,-,Made my dog sick.,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 20, 2020",Me,yes,-,"Description is wrong, product is good",3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 18, 2020",Tracy Dogmother,yes,yes,"Smell like smoke, and the odor lingers",1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 17, 2020",GEMGEM,yes,yes,Extremely over Smoked,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 17, 2020",Emma J. GibbonEmma J. Gibbon,-,yes,Potentially Dangerous - Avoid,1,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 14, 2020",Melinda Moss,yes,-,Good product,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 14, 2020",Luna,yes,-,Product has Changed in the last year,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 12, 2020",Reiggin Hilderbrand,yes,-,Not at all appealing to my dog,2,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 12, 2020",shane,yes,-,Didn't last long,4,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on January 5, 2020",AM97,yes,-,Not what I expected,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
"Reviewed in the United States on December 24, 2019",John D. Pilla,yes,-,Chew it too quickly,3,B001J9SUHG,Flavor Name: Cheese | Size: 3.3 Ounce (Pack of 1)
