Date,Author,Verified,Helpful,Title,Body,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on August 7, 2021",MalavaMalava,yes,-,Unless you need it for self protection don't buy,The large scissor is ok for strong hands. The small one is sharp and pointy. I kept getting injured with small one. I threw out.,2,https://m.media-amazon.com/images/I/C11LHcsxCVS.jpg,-,https://www.amazon.com/gp/customer-reviews/R2FINJ1VUPI049/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on August 7, 2020",BrookeBrooke,yes,-,Handle Broke,Have had these for a couple months. And one day I was cutting and it felt weird looked down they were broken. Didn't use excessively.,2,"https://images-na.ssl-images-amazon.com/images/I/61qAWSAKtyL.jpg , https://images-na.ssl-images-amazon.com/images/I/71R7YXfIg8L.jpg",-,https://www.amazon.com/gp/customer-reviews/R25W153N9BJNSL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 8, 2020",ParentsSidekickParentsSidekick,yes,-,Plastic cracked and broke off,"These scissors are sharp and cut well when they stay intact.  Unfortunately, the plastic is of poor quality and cracked.  Now the scissors are useless..",2,https://images-na.ssl-images-amazon.com/images/I/81cb6e6SG2L.jpg,-,https://www.amazon.com/gp/customer-reviews/R3QZYCYFFBQSWX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 2, 2020",TomTom,yes,-,Poor quality,First pair has broken after only one month of minimal use. No signs of any problem before breaking. Hopefully second pair lasts longer.,2,"https://images-na.ssl-images-amazon.com/images/I/81NSJCoaeQL.jpg , https://images-na.ssl-images-amazon.com/images/I/81y0c-XuzwL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1EAWW55PDB4VO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 20, 2021",Mr GrahamMr Graham,yes,-,Rusty,"Product title is misleading.  They definitely aren’t titanium, they work fine but rusted almost immediately.",3,https://m.media-amazon.com/images/I/81ntl2FrKsL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2YQGHBA0R1AMO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 21, 2021",Joyce OBrienJoyce OBrien,yes,-,"Sharpness of scissors and the maneuverability, the scissors are very sharp so they're hard to hold",The double set of scissors that I got are not very sharp in the middle of the blade they stop cutting and the tips don't cut and normally this brand of scissors is great I'm kind of concerned because I say so and I need to make sure that my scissors are easy to maneuver and sharp!,3,"https://m.media-amazon.com/images/I/811XSYm0hgL.jpg , https://m.media-amazon.com/images/I/81WH-Ltc+7L.jpg , https://m.media-amazon.com/images/I/81keJRYBZ7L.jpg",-,https://www.amazon.com/gp/customer-reviews/RS5SYUPV2F79H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 13, 2021",StaciStaci,yes,-,Fine for a while,"They were great for a little over a year, but the plastic around the screw just shattered for no reason. They aren’t heavily used, and I’ve never tightened the screw, so I don’t know what happened.",3,https://m.media-amazon.com/images/I/C1VQGUkqeBS.jpg,-,https://www.amazon.com/gp/customer-reviews/R3AZMGWQXBUY3R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 30, 2020",JustineJustine,yes,-,Not worth it,I have used these scissors in the past and had success this must be their cheap model. So sad that these broke after a month of not much use. Love the scissor but now they are useless. Since I have a second pair i hope those last longer.,3,https://images-na.ssl-images-amazon.com/images/I/71VJcQAYbSL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2US5E1RH2HMHA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 28, 2018",RuboRubo,yes,-,Package came opened,Not sure if the items were previously sold and returned or it was water damage or just plain old age but the package came in an open pack. I was a little disappointed that items aren't inspected before shipping. I decided to keep them mainly because I'm not using them for anything serious but I disinfected them both before using just in case,3,"https://images-na.ssl-images-amazon.com/images/I/61Cbd5nOx3L.jpg , https://images-na.ssl-images-amazon.com/images/I/61TnyIl-vSL.jpg , https://images-na.ssl-images-amazon.com/images/I/61wv81xWxQL.jpg",-,https://www.amazon.com/gp/customer-reviews/R35468U542LR9E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 6, 2018",DangDang,yes,-,Three Stars,"it feels very strong at first, but doesn't last long. And it is corroded.",3,https://images-na.ssl-images-amazon.com/images/I/71YLFogR8kL.jpg,-,https://www.amazon.com/gp/customer-reviews/RP0CPKQX5V8Q9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 21, 2014",JJJJ,yes,-,They last Awhile...:(,"They last awhile, but then they break...:(",3,https://images-na.ssl-images-amazon.com/images/I/71T2sFh3KPL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3AHHFX4IJT51R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in Canada on December 24, 2020",Thomas BurrellThomas Burrell,yes,-,To small,"Horrible they don't cut all the way, the blade is chipped in the middle and kids size",3,https://m.media-amazon.com/images/I/A16mPV+UjkL.jpg,-,-,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on October 17, 2020",greg mcintoshgreg mcintosh,yes,-,Know your throa,The scissors are listed as 8-in scissors. The throw on the scissors is a little more than 2 in. The scissors are smaller than I anticipated.,4,https://images-na.ssl-images-amazon.com/images/I/81FrX7z5pfL.jpg,-,https://www.amazon.com/gp/customer-reviews/R265CVJ8ZPEQU0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 28, 2024",StacieStacie,yes,-,Great pair of scissors,"I wanted something small to cut things out from my Cricut stuff and these work very well, and are the perfect size.",5,https://m.media-amazon.com/images/I/615OsgjLinL.jpg,-,https://www.amazon.com/gp/customer-reviews/RL6HTAZCC1ZN1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on June 20, 2024",Amazon CustomerAmazon Customer,yes,-,Stylish scissors,"I love the colors on these scissors! Gray is my last name &one of the colors in my apartment. I don't have much yellow in my apartment. As y'all can see I keep these scissors on the kitchen table&are used for mail,deliveries plus items from the grocery store. Scissors was needed in my apartment!",5,https://m.media-amazon.com/images/I/81h8lik48fL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2JTOU3TC3DV1X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 17, 2024",Little DebbieLittle Debbie,yes,-,Nice scissors!,These are really nice scissors. They feel really nice in my hand and cut well. I would highly recommend.,5,https://m.media-amazon.com/images/I/81QFEWTdtuL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1C1BJ3ASB3W45/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 26, 2023",Amazon CustomerAmazon Customer,yes,-,Sharp little thing,Small but sharp. I use this mainly to cut fabric and floss. Comfortable in the fingers and very affordable.,5,https://m.media-amazon.com/images/I/71f8d7NG0cL.jpg,-,https://www.amazon.com/gp/customer-reviews/REQTA2FNKSWI1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on September 14, 2023",CristelleCristelle,yes,-,Does the work!,Great pack of scissors! Sharp and does the job.,5,https://m.media-amazon.com/images/I/71MmmLlE5OL.jpg,-,https://www.amazon.com/gp/customer-reviews/RJ051E7X3YTGF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 18, 2022",LoveLove,yes,-,Nice scissors. Worth the money,They nice,5,"https://m.media-amazon.com/images/I/6176qoi6DvL.jpg , https://m.media-amazon.com/images/I/81C5s9+H5PL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1ZA9F9D63B16Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 30, 2021",Alice HennemanAlice Henneman,yes,-,Own several pairs of these!,These scissors are reasonably priced. I own several pairs and have them all over my house in places where I frequently use scissors: near where I read and clip articles and recipes; in the kitchen drawer; and in my office.,5,"https://m.media-amazon.com/images/I/61aF9VAoxqL.jpg , https://m.media-amazon.com/images/I/71C2lGT5MQL.jpg , https://m.media-amazon.com/images/I/71VhcujQWTL.jpg",-,https://www.amazon.com/gp/customer-reviews/R28Q1O6BA4C1MX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 17, 2021",AbLincoln2AbLincoln2,yes,-,CUTS LIKE BUTTAH,Great price for 2 pairs of scissors as I have seen some going for $20 dollars for one pair. These are made great and cut smooth.,5,https://m.media-amazon.com/images/I/71oY4c3eH9L.jpg,-,https://www.amazon.com/gp/customer-reviews/R6X0LY3IMR08O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 22, 2021",CATHY SCATHY S,yes,-,Excellent!!,I purchased these two years ago and they are still working soooo well!! I am very happy with my purchase. I just bought two more. Thank you so much,5,https://m.media-amazon.com/images/I/C1sw8Y0Ge7S.jpg,-,https://www.amazon.com/gp/customer-reviews/R2E7S25QKU83UG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 3, 2021",VierVier,yes,-,Pretty robust and do the job,I need them on a daily basis. I don't regret for une second having chosen this brand. The grip is very comfortable. I cut a lot of cardboard and cannot complain.,5,https://m.media-amazon.com/images/I/81jxJKPvdJL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2158QLKCTKDNQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on March 9, 2021",Chester CraftsChester Crafts,yes,-,Broke shorty after purchase,Pretty disappointing. One broke shorty after purchase.  I've have sissiors that have lasted years.,5,https://images-na.ssl-images-amazon.com/images/I/91+lQNdeG5L.jpg,-,https://www.amazon.com/gp/customer-reviews/R1G3WM6F5ONOMS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 1, 2020",Andrea Andrea ,yes,-,great purchase,I like the bigger handle. Easy to handle and very sharp.,5,https://images-na.ssl-images-amazon.com/images/I/61sMXVFBu1L.jpg,-,https://www.amazon.com/gp/customer-reviews/R1IMIDP0Y1CZUB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 7, 2020",Selena GarciaSelena Garcia,yes,-,Best pair of scissors!,"I bought these to cut fabric for masks, and they're the BEST! I went to Walmart, and JoAnn's price was 3x as much.  Worth the buy (:",5,https://images-na.ssl-images-amazon.com/images/I/81IWvfWKLPL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1GXR6JQ45MDCQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 1, 2019",LeahLeah,yes,-,"Great, Love Them",I already had a pair of light westcotts but i wanted to heavy duty for my upcoming move. I did open the package before taking the picture it did not come that way lol.,5,"https://images-na.ssl-images-amazon.com/images/I/71lRQWcPvdL.jpg , https://images-na.ssl-images-amazon.com/images/I/71rErbsGtGL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1MJ02JBFE07KZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 28, 2018",nader a.nader a.,yes,-,"Good Quality , Five Stars","Good quality, good performance, worth every dollar you paid",5,https://images-na.ssl-images-amazon.com/images/I/61n-ChHm4ZL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1S8DB24JXZYTS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 24, 2018",AllSeeingI'mDanthemanAllSeeingI'mDantheman,yes,-,Great product at its price!,"I have just received the scissors titanium at low price. They  Came lubricated, Brand new condition, I have cut few materials and it is cutting great. I saw couple reviews about scissors snapping, So I'm not going to push too hard as far as the materials that I am trying to cut. However at $7 2 scissors like this I believe it is a jackpot.",5,https://images-na.ssl-images-amazon.com/images/I/71pRLYAADFL.jpg,-,https://www.amazon.com/gp/customer-reviews/R30SNCWXSJ7TQE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 2, 2018",S CS C,yes,-,Very handy and a great price.,"We seem to always be losing scissors in our house and as a crafter, I need good sharp scissors.  These have worked great for my needs of paper cutting and the like.  Truly a great every day pair of scissors.",5,https://images-na.ssl-images-amazon.com/images/I/71Opyw9wRPL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2ZE73CKK58KSQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 21, 2018",HKHK,yes,-,Best scissors ever!!,These scissors are the best ever!! To have 2 pairs to boot is even better! They do everything I need them to in the kitchen and cut with ease. Super sharp and have endured 4 dishwashing already. Highly recommend!!,5,https://images-na.ssl-images-amazon.com/images/I/810ZKiO31AL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2LD0ZRWLLCUB6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on March 17, 2018",KryssyKryssy,yes,-,Sharp!,"This came in a two pack, they are comfortable to hold, heavy duty, and are extremely sharp. They glide easily, and snip well, even close to the tip of the blade.",5,"https://images-na.ssl-images-amazon.com/images/I/71SV5qeQrOL.jpg , https://images-na.ssl-images-amazon.com/images/I/71qdkFRiQnL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2V28TA1QPDT2Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 28, 2018",Nancy FortneyNancy Fortney,yes,-,Excellent quality,"I decided to try my hand at some crafts this winter and I wanted scissors that were sharp and comfortable to use. I found these at a very reasonable price and the description sounded very impressive, so I ordered them. They are just perfect! Very sharp, heavy duty--I'm using them on felt material a lot--while the grips are easy in the hands. They arrived very quickly in excellent condition. I would definitely buy here again.",5,https://images-na.ssl-images-amazon.com/images/I/7136s820JdL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3TKXVR9QS1UTZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 11, 2018",Stephen MathewStephen Mathew,yes,-,Great scissors!,Perfect! These are very sharp and well made scissors. They have worked very well and much better than other I've owned in the past. Great price and will buy again if I need more.,5,"https://images-na.ssl-images-amazon.com/images/I/71esm+oNneL.jpg , https://images-na.ssl-images-amazon.com/images/I/81CfdxqWWqL.jpg",-,https://www.amazon.com/gp/customer-reviews/R3ADR7D4I5VU37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 6, 2018",yvetteyvette,yes,-,Great buy,Sharp and feels well make.,5,https://images-na.ssl-images-amazon.com/images/I/71trOZQeo+L.jpg,-,https://www.amazon.com/gp/customer-reviews/RH3HWJ8FAW0NU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on November 26, 2017",BrightSideFinderBrightSideFinder,yes,-,You need these,"Love these scissors!!  These are great, this is the second time I have purchased a set, only to have another few pairs around the house. I will probably buy them several more times. Highly recommend getting these for a great price.",5,https://images-na.ssl-images-amazon.com/images/I/81ArqXN7-WL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2A2QGHT4ZVW5E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in Brazil on July 6, 2024",ThaísThaís,yes,-,Ótima,"É realmente uma ótima tesoura. Espero que dure bastante. Bem resistente, corta bem.",5,"https://m.media-amazon.com/images/I/61TGbnDIOlL.jpg , https://m.media-amazon.com/images/I/71AO+QYXfLL.jpg",-,-,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in Canada on October 18, 2023",Rainbow.cat.ladyRainbow.cat.lady,yes,-,Good quality,Good for light crafting.,5,https://m.media-amazon.com/images/I/61O3kiu7QeL.jpg,-,-,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in Mexico on November 9, 2020",Luis GarciaLuis Garcia,yes,-,Excelentes,Excelentes! Son bastante afiladas y se sienten firmes y de buen material.,5,https://m.media-amazon.com/images/I/71ag0+1EV0L.jpg,-,-,B072RTSD2M,"Style: 8"" and 5"" Scissors Combo Pack"
"Reviewed in the United States on August 2, 2024",Heather Oltermann,yes,-,Handles,The handle broke off,1,-,-,https://www.amazon.com/gp/customer-reviews/R1PVQ400PGWELI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 1, 2024",Sheila Herbold,yes,-,Cheap handle,The scissors are great. It’s the plastic handle that’s cheap and defected. We had a pair a little over 2 weeks. They were barely used and the handle just fell apart.,1,-,-,https://www.amazon.com/gp/customer-reviews/R29KID8RMRZH62/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on June 5, 2024",Amazon Customer,yes,-,Not good quality!,"These scissors arrived in a very torn package, and the blades were badly chipped…",1,-,-,https://www.amazon.com/gp/customer-reviews/R3MU1XSCNARTU3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on May 15, 2024",Heavy Metal Custom Shop,yes,-,1 out of 2 won't cut plastic,"One of the scissors works great, the other one won't cut plastic or anything but a sheet of paper.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2VWPJO24JLNV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 1, 2024",Sirmacdaddy,yes,-,Bad !,Really bad scissors. Not sharp. Bad quality. I was surprised. Definitely a no buy. I buy EK cutter bee normally,1,-,-,https://www.amazon.com/gp/customer-reviews/RI6IFWQG3ER1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on February 4, 2024",isteve,yes,-,Keeps comming apart.,I have to retighten the screw that hold them together before each use.,1,-,-,https://www.amazon.com/gp/customer-reviews/R3ROLR09XT1M65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on August 19, 2023",Pablo Carmona,yes,-,Broke apart,Broke apart after just a few uses.,1,-,-,https://www.amazon.com/gp/customer-reviews/R2VSF062XLB1RC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on July 7, 2023",hopidopi,yes,-,JUNK!!,"Bought these 2 months ago. Light usage…cutting athletic tape, dog food bags, etc. They are already full.",1,-,-,https://www.amazon.com/gp/customer-reviews/R1YA1EQJWLRZAU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on April 26, 2022",onceuponatime,yes,-,Product falls apart,"Scissors broke at the screw after light usage (paper, etc.)  Would not recommend.  Stick with Fiskars.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3VAO2UP42ICIF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 27, 2022",Lienon,yes,-,Zero Stars,"Cheep crap. The Dollar Store would be embarrassed to sell these. Barely cut through the paper envelope they came in. The points are raggedly broken off,so they don’t have points.  Don’t buy these!",1,-,-,https://www.amazon.com/gp/customer-reviews/R2D84A2L0HDMY2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on February 5, 2022",corkyjon,yes,-,Handle broke cutting a single sheet of paper,Scissors was fine until the plastic handle broke without warning. Blades we’re fine but the plastic fatigued.,1,-,-,https://www.amazon.com/gp/customer-reviews/R3L0XJ3YB46RDC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on January 12, 2022",AJ,yes,-,poor quality,The metal has become blunt with low usage. I will not recommend this product.,1,-,-,https://www.amazon.com/gp/customer-reviews/R2TZFWSCMS9ZZU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B001E69VC2,"Style: 8"" All Purpose ""Bent"""
"Reviewed in the United States on January 3, 2022",Lumar Labradoodles,yes,-,Not great,"I’ve had countless pairs of scissors from Amazon over the years and these are among the worst, especially considering the price. Very disappointed.",1,-,-,https://www.amazon.com/gp/customer-reviews/R1GQDT2JBF8AHN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on December 25, 2021",Penny Damon Arcos,yes,-,Tiny handles,Handles are tiny. Difficult to use.,1,-,-,https://www.amazon.com/gp/customer-reviews/RHAM35LBQ5HTK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B072RV8SC7,"Style: 5"" Straight Scissors ""Micro Tip"""
"Reviewed in the United States on November 1, 2021",Sherry E. Ewing,yes,-,"Dull scissors, poor quality","This scissors were a great disappointment.  The one pair didn't cut well at all, and the other  became dull very quickly, just cutting thin cotton fabric. Better to pay a little more for quality.",1,-,-,https://www.amazon.com/gp/customer-reviews/R2WPYGSR69HOD3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 28, 2021",K. Clapp,yes,-,Four pack?????,"The description states a four pack.  I received a two pack.  I haven’t opened the package yet, but this is not a good start!",1,-,-,https://www.amazon.com/gp/customer-reviews/R1N028JNKGRD71/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on October 10, 2021",Nedwoman,yes,-,Don’t waste your money,"One pair of these actually broke in to two parts in the first week.  The second pair have gone so stiff they don’t open.  I have not been dissatisfied by scissors ever, they are very poorly made.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3SNCZOS8QQ1E4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 27, 2021",Dawn Coppens,yes,-,I ordered 2 pair to replace exactly the same pair. The blades of neither pair match up..,Quality,1,-,-,https://www.amazon.com/gp/customer-reviews/R1KFIOYJGN1EUO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 22, 2021",Diego Ferreira,yes,-,Se supone que el filo es lo principal,"Menos de 1 mes de uso y ya el filo dijo adiós. Son baratas, pero para ser de una marca buena resultaron muy ordinarias.",1,-,-,https://www.amazon.com/gp/customer-reviews/R36LWEQSQ5FGCR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on September 17, 2021",j ho,yes,-,Terrible product,The scissors were made of plastics as brittle as dry clay. They broke after a couple of light use (cutting soft plastic package wrappings). Not worth my trouble to return.,1,-,-,https://www.amazon.com/gp/customer-reviews/RTH8QQ0L306SS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 25, 2021",fullm3tal93,yes,-,Dull and Cheap,"They turned dull very quickly. One also broke near the base. I owned a pair from this brand for 10 years before having to replace, and the replacements lasted less than 6 months.",1,-,-,https://www.amazon.com/gp/customer-reviews/R15I2ARM5OZGPH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
"Reviewed in the United States on May 19, 2021",Kyle W Johnson,yes,-,Cheap Plastic,The plastic broke on both of these in the same spot right at the hinge that holds the two blades together with pretty minimal use over the past year.,1,-,-,https://www.amazon.com/gp/customer-reviews/ROT31EHMHWV38/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B000P0LNRE,B000P0LNRE,"Style: 8"" All Purpose 2-Pack"
